filename	read_id	barcode
FAQ1234_pass_77db98_1.pod5	588af171-ff56-4573-ba3a-25905bf01e66	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	2486e00f-20b6-406f-b18b-691af79e84e4	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	63cf3e53-b524-446c-874f-4aa247246431	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	073e20b3-017c-4a3c-a45f-a1f8c2534db3	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	71b7ed3e-d6ac-4c41-b139-e6f5e6ea0a8b	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	72f2e37b-5d90-484e-ad59-af72bc084c51	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	64899d26-7243-4bdc-9502-35779759a8ed	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	a2502295-b01e-416a-9d40-2d7f7932f9a7	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	edeffbfa-9f4b-41fc-bb90-6abd52fa7f62	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	29df68a1-f6dc-489d-8617-2bc6d934bfaa	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	f9aeef60-b90f-43ab-8e4e-99b0014a9129	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	617587ca-586e-47dd-8e43-fdd864dc5e1e	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	37c1a9ae-45db-4267-9059-4519b2635d61	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	68ba9cb9-2148-43b3-bb12-d2da735b4dfb	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	ffe8380a-7f14-4ab9-835f-87131891322a	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	c8498b3c-dfd5-447e-98d5-77f041d31885	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	9d87fa88-b51b-4fcc-ae65-493deaafa60c	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	ffb472ed-2446-410b-84d8-231698133a85	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	9b82275f-c657-4571-ad54-23106234cc4c	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	f056abd1-c502-476a-880d-a633510875d6	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	6846fcb3-ed23-464d-b588-cb4cbcfe6b01	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	372e239f-15c8-43a9-b8f6-f1ba480ff6bd	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	67728d03-1189-47d3-9b52-4fd40e209466	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	082bb4ac-4b7e-457f-b8d3-5c354e336b50	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	7574ccb3-fc86-43dd-a71d-164c2db1254b	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	b3e9d9b5-db71-44d0-b94c-a03115095f14	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	956f4e57-ce5a-44e5-be11-428aa1983a33	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	8b7d4b15-4064-4965-a014-b03acdf39d97	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	7290bd6e-0f38-49af-8cda-c6a39b88dc47	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	00d3dde9-aa34-4e29-8eeb-5de083ad8fc7	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	5f6f1857-1048-4614-8104-ca0212f5153f	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	a12aa656-6c56-4a25-ba2e-4669e73a57ac	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	c1bb09cc-af62-4b25-92ee-7e4f976af6e0	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	e8c27f2b-0f86-4c11-a50c-b2f76e4abeaf	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	38654ada-f19a-4fbf-bdfb-8d72e9077414	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	856ae1f4-979a-4f3a-87b5-0cac852c3905	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	be2bcfe6-fe26-4aa8-afd4-12d8377cc162	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	724baaa4-4eec-4475-be27-26b7e73775f1	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	0f8b4340-3da8-4951-a3c9-9ec2a2b1b5c5	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	e4ca9b00-1600-4a75-8f33-226bd7b845bc	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	516ad734-005d-433a-b680-7ba9b4c1903e	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	fbce77a5-e581-4e01-ae43-d085434378bc	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	7b82c425-9467-4af9-9975-5690e7eab9f4	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	9852efc0-4389-443b-94cb-1fe72d749d3a	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	770f52f9-4ac1-4684-9d06-b38fc8141700	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	35ad36e8-f4da-4a9a-9d7c-51bacdabd2ca	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	04443bc2-6cae-49ec-b91b-2f0524f8a516	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	3d740c0c-d1ba-4b59-bf6d-3983bf70ddfb	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	ccf0d49a-3a45-411d-9698-fb78eeaa7411	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	e27f95a1-8bdb-4c6d-9826-e9d3f331a992	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	9c57e17a-e033-49d7-a214-0805e06805ab	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	515ad9a7-9364-47d6-a857-4845d0c11d35	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	ae9c09d1-ba48-4a3a-bc9e-bc6fdcf7a529	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	82ae4869-ab01-467a-804a-7d286489be05	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	df99983c-389a-4681-93bd-9baab6f9a5bc	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	27bd51a4-3ee2-4062-8a82-0d4c00298551	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	e55f458d-534b-4aef-99e5-276bcd6df0cb	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	4ca302a3-56fb-487a-b06e-2bfcfbc54f96	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	1f01fe28-0f47-4d97-b07a-7ed19d1a77cf	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	9a6ffb9d-05a8-4f58-9c71-acda8363a13a	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	b0d4cc4e-c263-4e2b-92ac-27abb12c6aed	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	e9ffda5d-a27e-4de5-bc66-fbb203db78ee	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	d92e9344-0ce0-4d40-a1ec-4837b92bb228	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	ddd77190-e863-4424-ae27-590bf225568b	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	9db8c2c7-0910-4c61-b32b-21c59ffb0268	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	034e3df6-07c3-4482-bcec-f146a43fbaaf	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	ae2414ac-5458-413d-8c85-69b9c0fb87f3	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	e23c72d2-6bfe-41f5-bd7c-906bc1e91524	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	eb31d9f5-68f2-4f64-afb5-908a491b3b9a	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	81f19871-e352-40e8-8a45-f14e6fcbf638	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	f057472d-6b66-42ad-9c6e-323e220bb2f1	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	0e099462-cff7-4783-9072-e30f172326c6	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	10a44903-14ac-44be-a9a1-9bfd154349bd	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	bcd20853-a526-4e45-94ac-7f1c47b8537e	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	708bc653-35ab-4f8d-b648-61558e48b533	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	38f9e0b2-e025-4e51-8cfa-6add9b7e3d9f	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	941bee4f-b2fe-4f27-b417-ce209a929f18	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	8dcc89c9-5bf3-4b8d-9b3c-8f52f844ac1f	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	e64eb548-ac32-4cb2-a03b-82188da5df51	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	a3fe0058-040c-49ed-b68d-18f6457b6362	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	3d17cb60-d545-432b-97c3-d735b30ec151	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	36b61193-fdb6-4cee-af93-70bd020db51d	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	9c22f38e-565d-48ee-bff3-e9358931338f	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	976da147-4a54-4ec1-85c1-acdf50d4072a	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	debddbfb-29a9-401b-92ce-6afe6e88c163	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	96932b46-3c05-4eef-9805-be75a8ced3fd	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	8d20777c-53c6-4e47-acf7-419926f24096	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	7753df59-bfd6-4c39-b163-f2edfc48b763	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	19d6c156-db3c-4c7d-b137-240785fc9715	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	01a9644a-bc32-4e9a-afc4-de7ce343451c	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	307e3fa5-8266-4918-b464-0f2b1f80910f	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	f27c9924-a048-43f2-9add-e7bbd35e789c	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	81181738-00d4-4bf4-a8de-65230d0912ae	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	6542f0de-136a-4628-a168-150f3ba88b5d	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	5030f939-2b96-4165-bd8b-ae956d80d6c0	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	c0752341-9fff-4676-b3b3-b0ec04196d7f	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	183e0a21-a94f-43e8-aa5e-7db494a2b838	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	bed9281e-fab9-4931-8385-95731a5236a3	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	a6030947-1a97-44c2-ad91-d7c59d412637	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	a8350934-7093-4be0-908d-a45db5652b11	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	7d98793e-2227-4287-8485-05e39832e69d	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	87d4b27e-e819-4fc9-b4b9-f18f35e882ce	EXP-NBD104_barcode01
FAQ1234_pass_77db98_1.pod5	79afeb82-09ee-415b-b8c4-5541cd6e6331	EXP-NBD104_barcode01
